Chapter_Number,Chapter_English,Hadith_number,English_Hadith,English_Grade
8.0,Prayers (Salat),419,"Narrated Anas bin Malik: The Prophet (ﷺ) led us in a prayer and then got up on the pulpit and said, ""In your prayer and bowing, Icertainly see you from my back as I see you (while looking at you.)""",Sahih-Authentic
8.0,Prayers (Salat),420,Narrated `Abdullah bin `Umar: Allah's Messenger (ﷺ) ordered for a horse race; the trained horses were to run from a place called Al-Hafya'to Thaniyat Al-Wada` and the horses which were not trained were to run from Al-Thaniya to theMasjid (mosque of) Bani Zuraiq. The sub narrator added: Ibn `Umar was one of those who took partin the race.,Sahih-Authentic
8.0,Prayers (Salat),421,"Narrated Anas: Some goods came to Allah's Messenger (ﷺ) from Bahrain. The Prophet (ﷺ) ordered the people to spread them inthe mosque --it was the biggest amount of goods Allah's Messenger (ﷺ) had ever received. He left for prayerand did not even look at it. After finishing the prayer, he sat by those goods and gave from those toeverybody he saw. Al-`Abbas came to him and said, ""O Allah's Messenger (ﷺ)! give me (something) too,because I gave ransom for myself and `Aqil"". Allah's Messenger (ﷺ) told him to take. So he stuffed hisgarment with it and tried to carry it away but he failed to do so. He said, ""O Allah's Messenger (ﷺ)! Ordersomeone to help me in lifting it."" The Prophet (ﷺ) refused. He then said to the Prophet: Will you pleasehelp me to lift it?"" Allah's Messenger (ﷺ) refused. Then Al-`Abbas threw some of it and tried to lift it (butfailed). He again said, ""O Allah's Messenger (ﷺ) Order someone to help me to lift it."" He refused. Al-`Abbasthen said to the Prophet: ""Will you please help me to lift it?"" He again refused. Then Al-`Abbas threwsome of it, and lifted it on his shoulders and went away. Allah's Messenger (ﷺ) kept on watching him till hedisappeared from his sight and was astonished at his greediness. Allah's Messenger (ﷺ) did not get up till thelast coin was distributed.",Sahih-Authentic
8.0,Prayers (Salat),422,"Narrated Anas: I found the Prophet (ﷺ) in the mosque along with some people. He said to me, ""Did Abu Talha send you?""I said, ""Yes"". He said, ""For a meal?"" I said, ""Yes."" Then he said to his companions, ""Get up."" They setout and I was ahead of them.",Sahih-Authentic
8.0,Prayers (Salat),423,"Narrated Sahl bin Sa`d: A man said, ""O Allah's Messenger (ﷺ)! If a man finds another man with his wife, (committing adultery)should the husband kill him?"" Later on I saw them (the man and his wife) doing Li`an in the mosque(taking oaths, one accusing, and the other denying adultery).",Sahih-Authentic
8.0,Prayers (Salat),424,"Narrated `Itban bin Malik: The Prophet (ﷺ) came to my house and said, ""Where do you like me to pray?"" I pointed to a place. TheProphet then said, ""Allahu Akbar"", and we aligned behind him and he offered a two-rak`at prayer.",Sahih-Authentic
8.0,Prayers (Salat),425,"Narrated `Itban bin Malik: who was one of the companions of Allah's Messenger (ﷺ) and one of the Ansar's who took part in the battleof Badr: I came to Allah's Messenger (ﷺ) and said, ""O Allah's Messenger (ﷺ) I have weak eyesight and I lead mypeople in prayers. When it rains the water flows in the valley between me and my people so I cannotgo to their mosque to lead them in prayer. O Allah's Messenger (ﷺ)! I wish you would come to my house andpray in it so that I could take that place as a Musalla. Allah's Messenger (ﷺ) said. ""Allah willing, I will doso."" Next day after the sun rose high, Allah's Messenger (ﷺ) and Abu Bakr came and Allah's Messenger (ﷺ) askedfor permission to enter. I gave him permission and he did not sit on entering the house but said to me,""Where do you like me to pray?"" I pointed to a place in my house. So Allah's Messenger (ﷺ) stood there andsaid, 'Allahu Akbar', and we all got up and aligned behind him and offered a two-rak`at prayer andended it with Taslim. We requested him to stay for a meal called ""Khazira"" which we had prepared forhim. Many members of our family gathered in the house and one of them said, ""Where is Malik binAl-Dukhaishin or Ibn Al-Dukhshun?"" One of them replied, ""He is a hypocrite and does not love Allahand His Apostle."" Hearing that, Allah's Messenger (ﷺ) said, ""Do not say so. Haven't you seen that he said,'None has the right to be worshipped but Allah' for Allah's sake only?"" He said, ""Allah and HisApostle know better. We have seen him helping and advising hypocrites.""Allah's Messenger (ﷺ) said, ""Allah has forbidden the (Hell) fire for those who say, 'None has the right to beworshipped but Allah' for Allah's sake only.""",Sahih-Authentic
8.0,Prayers (Salat),426,"Narrated `Aisha: The Prophet (ﷺ) used to start every thing from the right (for good things) whenever it was possible in allhis affairs; for example: in washing, combing or wearing shoes.",Sahih-Authentic
8.0,Prayers (Salat),427,"Narrated `Aisha: Um Habiba and Um Salama mentioned about a church they had seen in Ethiopia in which there werepictures. They told the Prophet (ﷺ) about it, on which he said, ""If any religious man dies amongst thosepeople they would build a place of worship at his grave and make these pictures in it. They will be theworst creature in the sight of Allah on the Day of Resurrection.""",Sahih-Authentic
8.0,Prayers (Salat),428,"Narrated Anas: When the Prophet (ﷺ) arrived Medina he dismounted at `Awali-i-Medina amongst a tribe called Banu`Amr bin `Auf. He stayed there For fourteen nights. Then he sent for Bani An-Najjar and they camearmed with their swords. As if I am looking (just now) as the Prophet (ﷺ) was sitting over his Rahila(Mount) with Abu Bakr riding behind him and all Banu An-Najjar around him till he dismounted atthe courtyard of Abu Aiyub's house. The Prophet (ﷺ) loved to pray wherever the time for the prayer wasdue even at sheep-folds. Later on he ordered that a mosque should be built and sent for some people ofBanu-An-Najjar and said, ""O Banu An-Najjar! Suggest to me the price of this (walled) piece of landof yours."" They replied, ""No! By Allah! We do not demand its price except from Allah."" Anas added:There were graves of pagans in it and some of it was unleveled and there were some date-palm treesin it. The Prophet (ﷺ) ordered that the graves of the pagans be dug out and the unleveled land be level ledand the date-palm trees be cut down . (So all that was done). They aligned these cut date-palm treestowards the Qibla of the mosque (as a wall) and they also built two stone side-walls (of the mosque).His companions brought the stones while reciting some poetic verses. The Prophet (ﷺ) was with them andhe kept on saying, ""There is no goodness except that of the Hereafter, O Allah! So please forgive theAnsars and the emigrants. """,Sahih-Authentic
8.0,Prayers (Salat),429,"Narrated Abu Al-Taiyah [??]: Anas said, ""The Prophet (ﷺ) prayed in the sheep fold."" Later on I heard him saying, ""He prayed in thesheep folds before the construction of the, mosque.""",Sahih-Authentic
8.0,Prayers (Salat),430,"Narrated Nafi`: ""I saw Ibn `Umar praying while taking his camel as a Sutra in front of him and he said, ""I saw theProphet doing the same.""",Sahih-Authentic
8.0,Prayers (Salat),431,"Narrated `Abdullah bin `Abbas: The sun eclipsed and Allah's Messenger (ﷺ) offered the eclipse prayer and said, ""I have been shown theHellfire (now) and I never saw a worse and horrible sight than the sight I have seen today.""",Sahih-Authentic
8.0,Prayers (Salat),432,"Narrated Ibn `Umar: The Prophet (ﷺ) had said, ""Offer some of your prayers (Nawafil) at home, and do not take your houses asgraves.""",Sahih-Authentic
8.0,Prayers (Salat),433,"Narrated `Abdullah bin `Umar: Allah's Messenger (ﷺ) said, ""Do not enter (the places) of these people where Allah's punishment had fallenunless you do so weeping. If you do not weep, do not enter (the places of these people) becauseAllah's curse and punishment which fell upon them may fall upon you.""",Sahih-Authentic
8.0,Prayers (Salat),434,"Narrated `Aisha: Um Salama told Allah's Messenger (ﷺ) about a church which she had seen in Ethiopia and which was calledMariya. She told him about the pictures which she had seen in it. Allah's Messenger (ﷺ) said, ""If anyrighteous pious man dies amongst them, they would build a place of worship at his grave and makethese pictures in it; they are the worst creatures in the sight of Allah.""",Sahih-Authentic
8.0,Prayers (Salat),435-436,"Narrated `Aisha and `Abdullah bin `Abbas: When the last moment of the life of Allah's Messenger (ﷺ) came he started putting his 'Khamisa' on his faceand when he felt hot and short of breath he took it off his face and said, ""May Allah curse the Jewsand Christians for they built the places of worship at the graves of their Prophets."" The Prophet (ﷺ) waswarning (Muslims) of what those had done.",Sahih-Authentic
8.0,Prayers (Salat),437,"Narrated Abu Huraira: Allah's Messenger (ﷺ) said, ""May Allah's curse be on the Jews for they built the places of worship at thegraves of their Prophets.""",Sahih-Authentic
8.0,Prayers (Salat),438,"Narrated Jabir bin `Abdullah: Allah's Messenger (ﷺ) said, ""I have been given five things which were not given to any amongst the Prophetsbefore me. These are:-1. Allah made me victorious by awe (by His frightening my enemies) for a distance of one month'sjourney.-2. The earth has been made for me (and for my followers) a place for praying and a thing to performTayammum. Therefore my followers can pray wherever the time of a prayer is due.-3. The booty has been made Halal (lawful) for me (and was not made so for anyone else).-4. Every Prophet used to be sent to his nation exclusively but I have been sent to all mankind.-5. I have been given the right of intercession (on the Day of Resurrection.)",Sahih-Authentic
8.0,Prayers (Salat),439,"Narrated `Aisha: There was a black slave girl belonging to an 'Arab tribe and they manumitted her but she remainedwith them. The slave girl said, ""Once one of their girls (of that tribe) came out wearing a red leatherscarf decorated with precious stones. It fell from her or she placed it somewhere. A kite passed by thatplace, saw it Lying there and mistaking it for a piece of meat, flew away with it. Those peoplesearched for it but they did not find it. So they accused me of stealing it and started searching me andeven searched my private parts."" The slave girl further said, ""By Allah! while I was standing (in thatstate) with those people, the same kite passed by them and dropped the red scarf and it fell amongstthem. I told them, 'This is what you accused me of and I was innocent and now this is it.' "" `Aishaadded: That slave girl came to Allah's Messenger (ﷺ) and embraced Islam. She had a tent or a small roomwith a low roof in the mosque. Whenever she called on me, she had a talk with me and whenever shesat with me, she would recite the following: ""The day of the scarf (band) was one of the wonders ofour Lord, verily He rescued me from the disbelievers' town. `Aisha added: ""Once I asked her, 'What isthe matter with you? Whenever you sit with me, you always recite these poetic verses.' On that shetold me the whole story. """,Sahih-Authentic
8.0,Prayers (Salat),440,Narrated Nafi`: `Abdullah bin `Umar said: I used to sleep in the mosque of the Prophet (ﷺ) while I was young andunmarried.,Sahih-Authentic
8.0,Prayers (Salat),441,"Narrated Sahl bin Sa`d: Allah's Messenger (ﷺ) went to Fatima's house but did not find `Ali there. So he asked, ""Where is yourcousin?"" She replied, ""There was something between us and he got angry with me and went out. Hedid not sleep (midday nap) in the house."" Allah's Messenger (ﷺ) asked a person to look for him. That personcame and said, ""O Allah's Messenger (ﷺ)! He (Ali) is sleeping in the mosque."" Allah's Messenger (ﷺ) went thereand `Ali was lying. His upper body cover had fallen down to one side of his body and he was coveredwith dust. Allah's Messenger (ﷺ) started cleaning the dust from him saying: ""Get up! O Aba Turab. Get up!O Aba Turab (literally means: O father of dust).",Sahih-Authentic
8.0,Prayers (Salat),442,Narrated Abu Huraira: I saw seventy of As-Suffa men and none of them had a Rida' (a garment covering the upper part of thebody). They had either Izars (only) or sheets which they tied round their necks. Some of these sheetsreached the middle of their legs and some reached their heels and they used to gather them with theirhands lest their private parts should become naked.,Sahih-Authentic
8.0,Prayers (Salat),443,"Narrated Jabir bin `Abdullah: I went to the Prophet (ﷺ) in the mosque (the sub-narrator Mas`ar thought that Jabir had said, ""In theforenoon."") He ordered me to pray two rak`at. He owed me some money and he repaid it to me andgave more than what was due to me.",Sahih-Authentic
8.0,Prayers (Salat),444,"Narrated Abu Qatada Al-Aslami: Allah's Messenger (ﷺ) said, ""If anyone of you enters a mosque, he should pray two rak`at before sitting.""",Sahih-Authentic
8.0,Prayers (Salat),445,"Narrated Abu Huraira: Allah's Messenger (ﷺ) said, ""The angels keep on asking Allah's forgiveness for anyone of you, as long as heis at his Musalla (praying place) and he does not pass wind (Hadath). They say, 'O Allah! Forgivehim, O Allah! be Merciful to him.""",Sahih-Authentic
8.0,Prayers (Salat),446,"Narrated `Abdullah bin `Umar: In the lifetime of Allah's Messenger (ﷺ) the mosque was built of adobes, its roof of the leaves of date-palmsand its pillars of the stems of date-palms. Abu Bakr did not alter it. `Umar expanded it on the samepattern as it was in the lifetime of Allah's Messenger (ﷺ) by using adobes, leaves of date-palms and changingthe pillars into wooden ones. `Uthman changed it by expanding it to a great extent and built its wallswith engraved stones and lime and made its pillars of engraved stones and its roof of teak wood.",Sahih-Authentic
8.0,Prayers (Salat),447,"Narrated `Ikrima: Ibn `Abbas said to me and to his son `Ali, ""Go to Abu Sa`id and listen to what he narrates."" So wewent and found him in a garden looking after it. He picked up his Rida', wore it and sat down andstarted narrating till the topic of the construction of the mosque reached. He said, ""We were carryingone adobe at a time while `Ammar was carrying two. The Prophet (ﷺ) saw him and started removing thedust from his body and said, ""May Allah be Merciful to `Ammar. He will be inviting them (i.e. hismurderers, the rebellious group) to Paradise and they will invite him to Hell-fire."" `Ammar said, ""Iseek refuge with Allah from affliction.""",Sahih-Authentic
8.0,Prayers (Salat),448,"Narrated Sahl: Allah's Messenger (ﷺ) sent someone to a woman telling her to ""Order her slave, carpenter, to prepare awooden pulpit for him to sit on.""",Sahih-Authentic
8.0,Prayers (Salat),449,"Narrated Jabir: A woman said, ""O Allah's Messenger (ﷺ)! Shall I get something constructed for you to sit on as I have aslave who is a carpenter?"" He replied, ""Yes, if you like."" So she had that pulpit constructed.",Sahih-Authentic
8.0,Prayers (Salat),450,"Narrated 'Ubaidullah Al-Khaulani: I heard `Uthman bin `Affan saying, when people argued too much about his intention to reconstructthe mosque of Allah's Messenger (ﷺ), ""You have talked too much. I heard the Prophet (ﷺ) saying, 'Whoever builta mosque, (Bukair thought that `Asim, another sub-narrator, added, ""Intending Allah's Pleasure""),Allah would build for him a similar place in Paradise.' """,Sahih-Authentic
8.0,Prayers (Salat),451,"Narrated `Amr: I heard Jabir bin `Abdullah saying, ""A man passed through the mosque carrying arrows. Allah'sApostle said to him, 'Hold them by their heads.' """,Sahih-Authentic
8.0,Prayers (Salat),452,"Narrated Abu Burda bin `Abdullah: (on the authority of his father) The Prophet (ﷺ) said, ""Whoever passes through our mosques or marketswith arrows should hold them by their heads lest he should injure a Muslim.""",Sahih-Authentic
8.0,Prayers (Salat),453,"Narrated Hassan bin Thabit Al-Ansari: I asked Abu Huraira ""By Allah! Tell me the truth whether you heard the Prophet (ﷺ) saying, 'O Hassan!Reply on behalf of Allah's Messenger (ﷺ). O Allah! Help him with the Holy Spirit."" Abu Huraira said, ""Yes .""",Sahih-Authentic
8.0,Prayers (Salat),454,"Narrated `Aisha: Once I saw Allah's Messenger (ﷺ) at the door of my house while some Ethiopians were playing in themosque (displaying their skill with spears). Allah's Messenger (ﷺ) was screening me with his Rida' so as toenable me to see their display. (`Urwa said that `Aisha said, ""I saw the Prophet (ﷺ) and the Ethiopianswere playing with their spears."")",Sahih-Authentic
8.0,Prayers (Salat),455,"Narrated `Aisha: Once I saw Allah's Messenger (ﷺ) at the door of my house while some Ethiopians were playing in themosque (displaying their skill with spears). Allah's Messenger (ﷺ) was screening me with his Rida' so as toenable me to see their display. (`Urwa said that `Aisha said, ""I saw the Prophet (ﷺ) and the Ethiopianswere playing with their spears."")",Sahih-Authentic
8.0,Prayers (Salat),456,"Narrated `Aisha: Barira came to seek my help regarding her manumission. I told herself you like I would pay your priceto your masters but your Wala' (allegiance) would be for me."" Her masters said, ""If you like, you canpay what remains (of the price of her manumission), (Sufyan the sub-narrator once said), or if you likeyou can manumit her, but her (inheritance) Al-Wala would be for us. ""When Allah's Messenger (ﷺ) came, Ispoke to him about it. He said, ""Buy her and manumit her. No doubt Al-Wala' is for the manumitted.""Then Allah's Messenger (ﷺ) stood on the pulpit (or Allah's Messenger (ﷺ) ascended the pulpit as Sufyan once said),and said, ""What about some people who impose conditions which are not present in Allah's Book(Laws)? Whoever imposes conditions which are not in Allah's Book (Laws), his conditions will beinvalid even if he imposed them a hundred times.""",Sahih-Authentic
8.0,Prayers (Salat),457,"Narrated Ka`b: In the mosque l asked Ibn Abi Hadrad to pay the debts which he owed to me and our voices grewlouder. Allah's Messenger (ﷺ) heard that while he was in his house. So he came to us raising the curtain ofhis room and said, ""O Ka`b!"" I replied, ""Labaik, O Allah's Messenger (ﷺ)!"" He said, ""O Ka`b! reduce yourdebt to one half,"" gesturing with his hand. I said, ""O Allah's Messenger (ﷺ)! I have done so."" Then Allah'sApostle said (to Ibn Abi Hadrad), ""Get up and pay the debt to him.""",Sahih-Authentic
8.0,Prayers (Salat),458,"Narrated Abu Huraira: A black man or a black woman used to sweep the mosque and he or she died. The Prophet (ﷺ) askedabout her (or him). He was told that she (or he) had died. He said, ""Why did you not inform me?Show me his grave (or her grave)."" So he went to her (his) grave and offered her (his) funeral prayer.""",Sahih-Authentic
8.0,Prayers (Salat),459,"Narrated `Aisha: When the verses of Surat ""Al-Baqara""' about the usury Riba were revealed, the Prophet (ﷺ) went to themosque and recited them in front of the people and then banned the trade of alcohol.",Sahih-Authentic
8.0,Prayers (Salat),460,"Narrated Abu Rafi: Abu Huraira said, ""A man or a woman used to clean the mosque."" (Asub-narrator said, 'Most probably a woman..') Then he narrated theHadith of the Prophet",Sahih-Authentic
8.0,Prayers (Salat),461,"Narrated Abu Huraira: ""The Prophet (ﷺ) said, ""Last night a big demon (afreet) from the Jinnscame to me and wanted to interrupt my prayers (or said somethingsimilar) but Allah enabled me to overpower him. I wanted to fasten himto one of the pillars of the mosque so that all of you could See himin the morning but I remembered the statement of my brother Solomon(as stated in Quran): My Lord! Forgive me and bestow on me a kingdomsuch as shall not belong to anybody after me (38.35)."" The subnarrator Rauh said, ""He (the demon) was dismissed humiliated.""",Sahih-Authentic
8.0,Prayers (Salat),462,"Narrated Abu Huraira: The Prophet (ﷺ) sent some horsemen to Najd and they brought a man called Thumama bin Uthal fromBani Hanifa. They fastened him to one of the pillars of the mosque. The Prophet (ﷺ) came and orderedthem to release him. He went to a (garden of) date-palms near the mosque, took a bath and enteredthe mosque again and said, ""None has the right to be worshipped but Allah and Muhammad is HisApostle"" (i.e. he embraced Islam).",Sahih-Authentic
8.0,Prayers (Salat),463,"Narrated `Aisha: On the day of Al-Khandaq (battle of the Trench' the medial arm vein of Sa`d bin Mu`ad [??] wasinjured and the Prophet (ﷺ) pitched a tent in the mosque to look after him. There was another tent forBanu Ghaffar in the mosque and the blood started flowing from Sa`d's tent to the tent of Bani Ghaffar.They shouted, ""O occupants of the tent! What is coming from you to us?"" They found that Sa`d'wound was bleeding profusely and Sa`d died in his tent.",Sahih-Authentic
8.0,Prayers (Salat),464,"Narrated Um Salama: I complained to Allah's Messenger (ﷺ) that I was sick. He told me to perform the Tawaf behind the peoplewhile riding. So I did so and Allah's Messenger (ﷺ) was praying beside the Ka`ba and reciting the Surastarting with ""Wat-tur wa kitabin mastur.""",Sahih-Authentic
8.0,Prayers (Salat),465,"Narrated Anas bin Malik: Two of the companions of the Prophet (ﷺ) departed from him on a dark night and were led by two lightslike lamps (going in front of them from Allah as a miracle) lighting the way in front of them, andwhen they parted, each of them was accompanied by one of these lights till he reached their(respective) houses.",Sahih-Authentic
8.0,Prayers (Salat),466,"Narrated Abu Sa`id Al-Khudri: The Prophet (ﷺ) delivered a sermon and said, ""Allah gave a choice to one of (His) slaves either to choosethis world or what is with Him in the Hereafter. He chose the latter."" Abu Bakr wept. I said to myself,""Why is this Sheikh weeping, if Allah gave choice to one (of His) slaves either to choose this world orwhat is with Him in the Here after and he chose the latter?"" And that slave was Allah's Messenger (ﷺ)himself. Abu Bakr knew more than us. The Prophet (ﷺ) said, ""O Abu Bakr! Don't weep. The Prophet (ﷺ)added: Abu- Bakr has favored me much with his property and company. If I were to take a Khalilfrom mankind I would certainly have taken Abu Bakr but the Islamic brotherhood and friendship issufficient. Close all the gates in the mosque except that of Abu Bakr.",Sahih-Authentic
8.0,Prayers (Salat),467,"Narrated Ibn `Abbas: ""Allah's Messenger (ﷺ) in his fatal illness came out with a piece of cloth tied round his head and sat on thepulpit. After thanking and praising Allah he said, ""There is no one who had done more favor to mewith life and property than Abu Bakr bin Abi Quhafa. If I were to take a Khalil, I would certainly havetaken Abu- Bakr but the Islamic brotherhood is superior. Close all the small doors in this mosqueexcept that of Abu Bakr.""",Sahih-Authentic
8.0,Prayers (Salat),468,"Narrated Nafi`: Ibn `Umar said, ""The Prophet (ﷺ) arrived at Mecca and sent for `Uthman bin Talha. He opened the gate ofthe Ka`ba and the Prophet, Bilal, Usama bin Zaid and `Uthman bin Talha entered the Ka`ba and thenthey closed its door (from inside). They stayed there for an hour, and then came out."" Ibn `Umaradded, ""I quickly went to Bilal and asked him (whether the Prophet (ﷺ) had prayed). Bilal replied, 'Heprayed in it.' I asked, 'Where?' He replied, 'Between the two pillars.' ""Ibn `Umar added, ""I forgot toask how many rak`at he (the Prophet) had prayed in the Ka`ba.""",Sahih-Authentic
8.0,Prayers (Salat),469,Narrated Abu Huraira: Allah's Messenger (ﷺ) sent some horse men to Najd and they brought a man called Thumama bin Uthal fromBani Hanifa. They fastened him to one of the pillars of the mosque.,Sahih-Authentic
8.0,Prayers (Salat),470,"Narrated Al-Sa'ib bin Yazid: I was standing in the mosque and somebody threw a gravel at me. I looked and found that he was`Umar bin Al-Khattab. He said to me, ""Fetch those two men to me."" When I did, he said to them,""Who are you? (Or) where do you come from?"" They replied, ""We are from Ta'if."" `Umar said, ""Wereyou from this city (Medina) I would have punished you for raising your voices in the mosque ofAllah's Messenger (ﷺ).""",Sahih-Authentic
8.0,Prayers (Salat),471,"Narrated Ka`b bin Malik: During the lifetime of Allah's Messenger (ﷺ) I asked Ibn Abi Hadrad in the mosque to pay the debts which heowed to me and our voices grew so loud that Allah's Messenger (ﷺ) heard them while he was in his house. Sohe came to us after raising the curtain of his room. The Prophet (ﷺ) said, ""O Ka`b bin Malik!"" I replied,""Labaik, O Allah's Messenger (ﷺ)."" He gestured with his hand to me to reduce the debt to one half. I said, ""OAllah's Messenger (ﷺ) have done it."" Allah's Messenger (ﷺ) said (to Ibn Hadrad), ""Get up and pay it.""",Sahih-Authentic
8.0,Prayers (Salat),472,"Narrated Nafi`: Ibn `Umar said, ""While the Prophet (ﷺ) was on the pulpit, a man asked him how to offer the night prayers.He replied, 'Pray two rak`at at a time and then two and then two and so on, and if you are afraid of thedawn (the approach of the time of the Fajr prayer) pray one rak`a and that will be the witr for all therak`at which you have offered."" Ibn `Umar said, ""The last rak`at of the night prayer should be odd, forthe Prophet (ﷺ) ordered it to be so.",Sahih-Authentic
8.0,Prayers (Salat),473,"Narrated Ibn `Umar: A man came to the Prophet (ﷺ) while he was delivering the sermon and asked him how to offer the nightprayers. The Prophet (ﷺ) replied, 'Pray two rak`at at a time and then two and then two and so on and ifyou are afraid of dawn (the approach of the time of the Fajr prayer) pray one rak`a and that will be thewitr for all the rak`at which you have prayed."" Narrated 'Ubaidullah bin `Abdullah bin `Umar: A mancalled the Prophet (ﷺ) while he was in the mosque.",Sahih-Authentic
8.0,Prayers (Salat),474,"Narrated Abu Waqid al-Laithi: While Allah's Messenger (ﷺ) was sitting in the mosque (with some people) three men came, two of themcame in front of Allah's Messenger (ﷺ) and the third one went away, and then one of them found a place inthe circle and sat there while the second man sat behind the gathering, and the third one went away.When Allah's Messenger (ﷺ) finished his preaching, he said, ""Shall I tell you about these three persons? Oneof them betook himself to Allah and so Allah accepted him and accommodated him; the second feltshy before Allah so Allah did the same for him and sheltered him in His Mercy (and did not punishhim), while the third turned his face from Allah, and went away, so Allah turned His face from himlikewise.",Sahih-Authentic
8.0,Prayers (Salat),475,"Narrated `Abbad bin Tamim: that his uncle said, ""I saw Allah's Messenger (ﷺ) lying flat (on his back) in the mosque with one leg on theother."" Narrated Sa`id bin Al-Musaiyab that `Umar and `Uthman used to do the same.",Sahih-Authentic
8.0,Prayers (Salat),476,"Narrated `Aisha: (the wife of the Prophet) I had seen my parents following Islam since I attained the age of puberty.Not a day passed but the Prophet (ﷺ) visited us, both in the mornings and evenings. My father Abu Bakrthought of building a mosque in the courtyard of his house and he did so. He used to pray and recitethe Qur'an in it. The pagan women and their children used to stand by him and look at him withsurprise. Abu Bakr was a Softhearted person and could not help weeping while reciting the Qur'an.The chiefs of the Quraish pagans became afraid of that (i.e. that their children and women might beaffected by the recitation of Qur'an).",Sahih-Authentic
8.0,Prayers (Salat),477,"Narrated Abu Huraira: The Prophet (ﷺ) said, ""The prayer offered in congregation is twenty five times more superior (in reward)to the prayer offered alone in one's house or in a business center, because if one performs ablution anddoes it perfectly, and then proceeds to the mosque with the sole intention of praying, then for eachstep which he takes towards the mosque, Allah upgrades him a degree in reward and (forgives)crosses out one sin till he enters the mosque. When he enters the mosque he is considered in prayer aslong as he is waiting for the prayer and the angels keep on asking for Allah's forgiveness for him andthey keep on saying: 'O Allah! Be Merciful to him, O Allah! Forgive him, as long as he keeps onsitting at his praying place and does not pass wind.",Sahih-Authentic
8.0,Prayers (Salat),478-479,"Narrated Ibn `Umar or Ibn `Amr: The Prophet (ﷺ) clasped his hands, by interlacing his fingers.",Sahih-Authentic
8.0,Prayers (Salat),480,"Narrated `Abdullah: That Allah's Messenger (ﷺ)said, ""O `Abdullah bin `Amr! What will be your condition when you will be left with the sediments of(worst) people?"" (They will be in conflict with each other).",Sahih-Authentic
8.0,Prayers (Salat),481,"Narrated Abu Musa: The Prophet (ﷺ) said, ""A faithful believer to a faithful believer is like the bricks of a wall, enforcing eachother."" While (saying that) the Prophet (ﷺ) clasped his hands, by interlacing his fingers.",Sahih-Authentic
8.0,Prayers (Salat),482,"Narrates Ibn Seereen: Abu Huraira said, ""Allah's Messenger (ﷺ) led us in one of the two `Isha' prayers (Abu Huraira named thatprayer but I forgot it)."" Abu Huraira added, ""He prayed two rak`at and then finished the prayer withTaslim. He stood up near a piece of wood Lying across the mosque and leaned on it in such a way asif he was angry. Then he put his right hand over the left and clasped his hands by interlacing hisfingers and then put his J right cheek on the back of his left hand. The people who were in haste leftthe mosque through its gates. They wondered whether the prayer was reduced. And amongst themwere Abu Bakr and `Umar but they hesitated to ask the Prophet. A long-handed man called Dhul-Yadain asked the Prophet, 'O Allah's Messenger (ﷺ)! Have you forgotten or has the prayer been reduced?'The Prophet (ﷺ) replied, 'I have neither forgotten nor has the prayer been reduced' The Prophet (ﷺ) added, 'Iswhat Dhul Yadain has said true?' They (the people) said, 'Yes, it is true.' The Prophet (ﷺ) stood up againand led the prayer, completing the remaining prayer, forgotten by him, and performed Taslim, andthen said, 'Allahu Akbar.' And then he did a prostration as he used to prostrate or longer than that. Hethen raised his head saying, 'Allahu Akbar; he then again said, 'Allahu Akbar', and prostrated as heused to prostrate or longer than that. Then he raised his head and said, 'Allahu Akbar.' "" (The subnarratoradded, ""I think that they asked (Ibn Seereen) whether the Prophet (ﷺ) completed the prayer withTaslim. He replied, ""I heard that `Imran bin Husain had said, 'Then he (the Prophet) did Taslim."")",Sahih-Authentic
8.0,Prayers (Salat),483,"Narrated Fudail bin Sulaiman: Musa bin `Uqba said, ""I saw Salim bin `Abdullah looking for some places on the way and prayedthere. He narrated that his father used to pray there, and had seen the Prophet (ﷺ) praying at those veryplaces.""Narrated Nafi` on the authority of Ibn `Umar who said, ""I used to pray at those places."" Musa thenarrator added, ""I asked Salim on which he said, 'I agree with Nafi` concerning those places, exceptthe mosque situated at the place called Sharaf Ar-Rawha.""",Sahih-Authentic
8.0,Prayers (Salat),484,Narrated Ibn `Abbas: The narrated Hadith is about the various places on the way from Medina to Mecca where the Prophet (ﷺ) prayed and is not translated.,Sahih-Authentic
8.0,Prayers (Salat),485,Narrated Ibn `Abbas: The narrated Hadith is about the various places on the way from Medina to Mecca where the Prophet (ﷺ) prayed and is not translated.,Sahih-Authentic
8.0,Prayers (Salat),486,Narrated Ibn `Abbas: The narrated Hadith is about the various places on the way from Medina to Mecca where the Prophet (ﷺ) prayed and is not translated.,Sahih-Authentic
8.0,Prayers (Salat),487,Narrated Ibn `Abbas: The narrated Hadith is about the various places on the way from Medina to Mecca where the Prophet (ﷺ) prayed and is not translated.,Sahih-Authentic
8.0,Prayers (Salat),488,Narrated Ibn `Abbas: The narrated Hadith is about the various places on the way from Medina to Mecca where the Prophet (ﷺ) prayed and is not translated.,Sahih-Authentic
8.0,Prayers (Salat),489,Narrated Ibn `Abbas: The narrated Hadith is about the various places on the way from Medina to Mecca where the Prophet (ﷺ) prayed and is not translated.,Sahih-Authentic
8.0,Prayers (Salat),490,Narrated Ibn `Abbas: The narrated Hadith is about the various places on the way from Medina to Mecca where the Prophet (ﷺ) prayed and is not translated.,Sahih-Authentic
