ID,TITLE,ABSTRACT,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance
20949,A Parallel Direct Cut Algorithm for High-Order Overset Methods with Application to a Spinning Golf Ball,"  Overset methods are commonly employed to enable the effective simulation of
problems involving complex geometries and moving objects such as rotorcraft.
This paper presents a novel overset domain connectivity algorithm based upon
the direct cut approach suitable for use with GPU-accelerated solvers on
high-order curved grids. In contrast to previous methods it is capable of
exploiting the highly data-parallel nature of modern accelerators. Further, the
approach is also substantially more efficient at handling the curved grids
which arise within the context of high-order methods. An implementation of this
new algorithm is presented and combined with a high-order fluid dynamics code.
The algorithm is validated against several benchmark problems, including flow
over a spinning golf ball at a Reynolds number of 150,000.
",0,1,0,0,0,0
20950,A data assimilation algorithm: the paradigm of the 3D Leray-alpha model of turbulence,"  In this paper we survey the various implementations of a new data
assimilation (downscaling) algorithm based on spatial coarse mesh measurements.
As a paradigm, we demonstrate the application of this algorithm to the 3D
Leray-$\alpha$ subgrid scale turbulence model. Most importantly, we use this
paradigm to show that it is not always necessary that one has to collect coarse
mesh measurements of all the state variables, that are involved in the
underlying evolutionary system, in order to recover the corresponding exact
reference solution. Specifically, we show that in the case of the 3D
Leray$-\alpha$ model of turbulence the solutions of the algorithm, constructed
using only coarse mesh observations of any two components of the
three-dimensional velocity field, and without any information of the third
component, converge, at an exponential rate in time, to the corresponding exact
reference solution of the 3D Leray$-\alpha$ model. This study serves as an
addendum to our recent work on abridged continuous data assimilation for the 2D
Navier-Stokes equations. Notably, similar results have also been recently
established for the 3D viscous Planetary Geostrophic circulation model in which
we show that coarse mesh measurements of the temperature alone are sufficient
for recovering, through our data assimilation algorithm, the full solution;
viz. the three components of velocity vector field and the temperature.
Consequently, this proves the Charney conjecture for the 3D Planetary
Geostrophic model; namely, that the history of the large spatial scales of
temperature is sufficient for determining all the other quantities (state
variables) of the model.
",0,1,1,0,0,0
20951,Playing a true Parrondo's game with a three state coin on a quantum walk,"  Playing a Parrondo's game with a qutrit is the subject of this paper. We show
that a true quantum Parrondo's game can be played with a 3 state coin(qutrit)
in a 1D quantum walk in contrast to the fact that playing a true Parrondo's
game with a 2 state coin(qubit) in 1D quantum walk fails in the asymptotic
limits.
",1,1,0,0,0,0
20952,Cross-modal Recurrent Models for Weight Objective Prediction from Multimodal Time-series Data,"  We analyse multimodal time-series data corresponding to weight, sleep and
steps measurements. We focus on predicting whether a user will successfully
achieve his/her weight objective. For this, we design several deep long
short-term memory (LSTM) architectures, including a novel cross-modal LSTM
(X-LSTM), and demonstrate their superiority over baseline approaches. The
X-LSTM improves parameter efficiency by processing each modality separately and
allowing for information flow between them by way of recurrent
cross-connections. We present a general hyperparameter optimisation technique
for X-LSTMs, which allows us to significantly improve on the LSTM and a prior
state-of-the-art cross-modal approach, using a comparable number of parameters.
Finally, we visualise the model's predictions, revealing implications about
latent variables in this task.
",1,0,0,1,0,0
20953,Spatial Variational Auto-Encoding via Matrix-Variate Normal Distributions,"  The key idea of variational auto-encoders (VAEs) resembles that of
traditional auto-encoder models in which spatial information is supposed to be
explicitly encoded in the latent space. However, the latent variables in VAEs
are vectors, which can be interpreted as multiple feature maps of size 1x1.
Such representations can only convey spatial information implicitly when
coupled with powerful decoders. In this work, we propose spatial VAEs that use
feature maps of larger size as latent variables to explicitly capture spatial
information. This is achieved by allowing the latent variables to be sampled
from matrix-variate normal (MVN) distributions whose parameters are computed
from the encoder network. To increase dependencies among locations on latent
feature maps and reduce the number of parameters, we further propose spatial
VAEs via low-rank MVN distributions. Experimental results show that the
proposed spatial VAEs outperform original VAEs in capturing rich structural and
spatial information.
",1,0,0,1,0,0
20954,Optimal Ramp Schemes and Related Combinatorial Objects,"  In 1996, Jackson and Martin proved that a strong ideal ramp scheme is
equivalent to an orthogonal array. However, there was no good characterization
of ideal ramp schemes that are not strong. Here we show the equivalence of
ideal ramp schemes to a new variant of orthogonal arrays that we term augmented
orthogonal arrays. We give some constructions for these new kinds of arrays,
and, as a consequence, we also provide parameter situations where ideal ramp
schemes exist but strong ideal ramp schemes do not exist.
",1,0,0,0,0,0
20955,Do Neural Nets Learn Statistical Laws behind Natural Language?,"  The performance of deep learning in natural language processing has been
spectacular, but the reasons for this success remain unclear because of the
inherent complexity of deep learning. This paper provides empirical evidence of
its effectiveness and of a limitation of neural networks for language
engineering. Precisely, we demonstrate that a neural language model based on
long short-term memory (LSTM) effectively reproduces Zipf's law and Heaps' law,
two representative statistical properties underlying natural language. We
discuss the quality of reproducibility and the emergence of Zipf's law and
Heaps' law as training progresses. We also point out that the neural language
model has a limitation in reproducing long-range correlation, another
statistical property of natural language. This understanding could provide a
direction for improving the architectures of neural networks.
",1,0,0,0,0,0
20956,Super-speeds with Zero-RAM: Next Generation Large-Scale Optimization in Your Laptop!,"  This article presents the novel breakthrough general purpose algorithm for
large scale optimization problems. The novel algorithm is capable of achieving
breakthrough speeds for very large-scale optimization on general purpose
laptops and embedded systems. Application of the algorithm to the Griewank
function was possible in up to 1 billion decision variables in double precision
took only 64485 seconds (~18 hours) to solve, while consuming 7,630 MB (7.6 GB)
or RAM on a single threaded laptop CPU. It shows that the algorithm is
computationally and memory (space) linearly efficient, and can find the optimal
or near-optimal solution in a fraction of the time and memory that many
conventional algorithms require. It is envisaged that this will open up new
possibilities of real-time large-scale problems on personal laptops and
embedded systems.
",1,0,0,0,0,0
20957,Recoverable Energy of Dissipative Electromagnetic Systems,"  Ambiguities in the definition of stored energy within distributed or
radiating electromagnetic systems motivate the discussion of the well-defined
concept of recoverable energy. This concept is commonly overlooked by the
community and the purpose of this communication is to recall its existence and
to discuss its relationship to fractional bandwidth. Using a rational function
approximation of a system's input impedance, the recoverable energy of lumped
and radiating systems is calculated in closed form and is related to stored
energy and fractional bandwidth. Lumped circuits are also used to demonstrate
the relationship between recoverable energy and the energy stored within
equivalent circuits produced by the minimum phase-shift Darlington's synthesis
procedure.
",0,1,0,0,0,0
20958,Elliptic Hall algebra on $\mathbb{F}_1$,"  We construct Hall algebra of elliptic curve over $\mathbb{F}_1$ using the
theory of monoidal scheme due to Deitmar and the theory of Hall algebra for
monoidal representations due to Szczesny. The resulting algebra is shown to be
a specialization of elliptic Hall algebra studied by Burban and Schiffmann.
Thus our algebra is isomorphic to the skein algebra for torus by the recent
work of Morton and Samuelson.
",0,0,1,0,0,0
20959,Approximate Bayesian inference with queueing networks and coupled jump processes,"  Queueing networks are systems of theoretical interest that give rise to
complex families of stochastic processes, and find widespread use in the
performance evaluation of interconnected resources. Yet, despite their
importance within applications, and in comparison to their counterpart
stochastic models in genetics or mathematical biology, there exist few relevant
approaches for transient inference and uncertainty quantification tasks in
these systems. This is a consequence of strong computational impediments and
distinctive properties of the Markov jump processes induced by queueing
networks. In this paper, we offer a comprehensive overview of the inferential
challenge and its comparison to analogue tasks within related mathematical
domains. We then discuss a model augmentation over an approximating network
system, and present a flexible and scalable variational Bayesian framework,
which is targeted at general-form open and closed queueing systems, with varied
service disciplines and priorities. The inferential procedure is finally
validated in a couple of uncertainty quantification tasks for network service
rates.
",1,0,0,1,0,0
20961,A New Tracking Algorithm for Multiple Colloidal Particles Close to Contact,"  In this paper, we propose a new algorithm based on radial symmetry center
method to track colloidal particles close to contact, where the optical images
of the particles start to overlap in digital video microscopy. This overlapping
effect is important to observe the pair interaction potential in colloidal
studies and it appears as additional interaction in the measurement of the
interaction with conventional tracking analysis. The proposed algorithm in this
work is simple, fast and applicable for not only two particles but also three
and more particles without any modification. The algorithm uses gradient
vectors of the particle intensity distribution, which allows us to use a part
of the symmetric intensity distribution in the calculation of the actual
particle position. In this study, simulations are performed to see the
performance of the proposed algorithm for two and three particles, where the
simulation images are generated by using fitted curve to experimental particle
image for different sized particles. As a result, the algorithm yields the
maximum error smaller than 2 nm for 5.53 {\mu}m silica particles in contact
condition.
",0,1,0,0,0,0
20962,Critical Percolation Without Fine Tuning on the Surface of a Topological Superconductor,"  We present numerical evidence that most two-dimensional surface states of a
bulk topological superconductor (TSC) sit at an integer quantum Hall plateau
transition. We study TSC surface states in class CI with quenched disorder.
Low-energy (finite-energy) surface states were expected to be critically
delocalized (Anderson localized). We confirm the low-energy picture, but find
instead that finite-energy states are also delocalized, with universal
statistics that are independent of the TSC winding number, and consistent with
the spin quantum Hall plateau transition (percolation).
",0,1,0,0,0,0
20963,Low-luminosity stellar wind accretion onto neutron stars in HMXBs,"  Features and applications of quasi-spherical settling accretion onto rotating
magnetized neutron stars in high-mass X-ray binaries are discussed. The
settling accretion occurs in wind-fed HMXBs when the plasma cooling time is
longer than the free-fall time from the gravitational capture radius, which can
take place in low-luminosity HMXBs with $L_x\lesssim 4\times 10^{36}$ erg/s. We
briefly review the implications of the settling accretion, focusing on the SFXT
phenomenon, which can be related to instability of the quasi-spherical
convective shell above the neutron star magnetosphere due to magnetic
reconnection from fast temporarily magnetized winds from OB-supergiant. If a
young neutron star in a wind-fed HMXB is rapidly rotating, the propeller regime
in a quasi-spherical hot shell occurs. We show that X-ray spectral and temporal
properties of enigmatic $\gamma$ Cas Be-stars are consistent with failed
settling accretion regime onto a propelling neutron star. The subsequent
evolutionary stage of $\gamma$ Cas and its analogs should be the X Per-type
binaries comprising low-luminosity slowly rotating X-ray pulsars.
",0,1,0,0,0,0
20966,One-sample aggregate data meta-analysis of medians,"  An aggregate data meta-analysis is a statistical method that pools the
summary statistics of several selected studies to estimate the outcome of
interest. When considering a continuous outcome, typically each study must
report the same measure of the outcome variable and its spread (e.g., the
sample mean and its standard error). However, some studies may instead report
the median along with various measures of spread. Recently, the task of
incorporating medians in meta-analysis has been achieved by estimating the
sample mean and its standard error from each study that reports a median in
order to meta-analyze the means. In this paper, we propose two alternative
approaches to meta-analyze data that instead rely on medians. We systematically
compare these approaches via simulation study to each other and to methods that
transform the study-specific medians and spread into sample means and their
standard errors. We demonstrate that the proposed median-based approaches
perform better than the transformation-based approaches, especially when
applied to skewed data and data with high inter-study variance. In addition,
when meta-analyzing data that consists of medians, we show that the
median-based approaches perform considerably better than or comparably to the
best-case scenario for a transformation approach: conducting a meta-analysis
using the actual sample mean and standard error of the mean of each study.
Finally, we illustrate these approaches in a meta-analysis of patient delay in
tuberculosis diagnosis.
",0,0,0,1,0,0
20967,QuickCast: Fast and Efficient Inter-Datacenter Transfers using Forwarding Tree Cohorts,"  Large inter-datacenter transfers are crucial for cloud service efficiency and
are increasingly used by organizations that have dedicated wide area networks
between datacenters. A recent work uses multicast forwarding trees to reduce
the bandwidth needs and improve completion times of point-to-multipoint
transfers. Using a single forwarding tree per transfer, however, leads to poor
performance because the slowest receiver dictates the completion time for all
receivers. Using multiple forwarding trees per transfer alleviates this
concern--the average receiver could finish early; however, if done naively,
bandwidth usage would also increase and it is apriori unclear how best to
partition receivers, how to construct the multiple trees and how to determine
the rate and schedule of flows on these trees. This paper presents QuickCast, a
first solution to these problems. Using simulations on real-world network
topologies, we see that QuickCast can speed up the average receiver's
completion time by as much as $10\times$ while only using $1.04\times$ more
bandwidth; further, the completion time for all receivers also improves by as
much as $1.6\times$ faster at high loads.
",1,0,0,0,0,0
20969,Uniform diamond coatings on WC-Co hard alloy cutting inserts deposited by a microwave plasma CVD,"  Polycrystalline diamond coatings have been grown on cemented carbide
substrates with different aspect ratios by a microwave plasma CVD in
methane-hydrogen gas mixtures. To protect the edges of the substrates from
non-uniform heating due to the plasma edge effect, a special plateholder with
pockets for group growth has been used. The difference in heights of the
substrates and plateholder, and its influence on the diamond film mean grain
size, growth rate, phase composition and stress was investigated. The substrate
temperature range, within which uniform diamond films are produced with good
adhesion, is determined. The diamond-coated cutting inserts produced at
optimized process exhibited a reduction of cutting force and wear resistance by
a factor of two, and cutting efficiency increase by 4.3 times upon turning A390
Al-Si alloy as compared to performance of uncoated tools.
",0,1,0,0,0,0
20970,Analysing Soccer Games with Clustering and Conceptors,"  We present a new approach for identifying situations and behaviours, which we
call ""moves"", from soccer games in the 2D simulation league. Being able to
identify key situations and behaviours are useful capabilities for analysing
soccer matches, anticipating opponent behaviours to aid selection of
appropriate tactics, and also as a prerequisite for automatic learning of
behaviours and policies. To support a wide set of strategies, our goal is to
identify situations from data, in an unsupervised way without making use of
pre-defined soccer specific concepts such as ""pass"" or ""dribble"". The recurrent
neural networks we use in our approach act as a high-dimensional projection of
the recent history of a situation on the field. Similar situations, i.e., with
similar histories, are found by clustering of network states. The same networks
are also used to learn so-called conceptors, that are lower-dimensional
manifolds that describe trajectories through a high-dimensional state space
that enable situation-specific predictions from the same neural network. With
the proposed approach, we can segment games into sequences of situations that
are learnt in an unsupervised way, and learn conceptors that are useful for the
prediction of the near future of the respective situation.
",1,0,0,0,0,0
